Titel,Auteur,Tags,Locatie,Goodreads Link,Graad,ISBN,Link coverafbeelding
Een loge brug,Dirk Bracke,"avontuur, vriendschap, school",Boektoppers,https://www.goodreads.com/book/show/8828796,Eerste graad,9789065658234,
Duizend kilometer Dutch Edition,Elle van den Bogaart,"migratie, drama",Boektoppers,https://www.goodreads.com/book/show/88713426,Eerste graad,9789026916755,
Wie is Libby Skibner?,Daan Remmerts de Vries,"mysterie, spanning, avontuur",Nederlandstalige fictie,https://www.goodreads.com/book/show/89033167,Eerste graad,9789045105635,
Markus en de meisjes,Klaus Hagerup,"coming of age, school, romance",Boektoppers,https://www.goodreads.com/book/show/90770779,Eerste graad,9789047507796,
"Hallo, is daar iemand?",Jostein Gaarder,"filosofie, fantasie",Nederlandstalige fictie,https://www.goodreads.com/book/show/9199866,Eerste graad,9789021463520,
Vuur,Karel Verleyen,"historisch, avontuur, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/9272911,Tweede graad,9789059081192,
"De ruïnes van Gorlan (De Grijze Jager, #1)",John Flanagan,"avontuur, fantasy, vriendschap",Boektoppers,https://www.goodreads.com/book/show/9437985,Eerste graad,9789025745493,
Chatroom,Helen Vreeswijk,"spanning, misdaad, school",Boektoppers,https://www.goodreads.com/book/show/9438113,Tweede graad,9789022322321,
De stalker,Helen Vreeswijk,"spanning, misdaad, school",Nederlandstalige fictie,https://www.goodreads.com/book/show/9438114,Tweede graad,9789022319321,
Amulet van de dood,Karel Verleyen,"avontuur, mysterie, spanning",Nederlandstalige fictie,https://www.goodreads.com/book/show/9439860,Eerste graad,9789059080645,
Over the edge,Helen Vreeswijk,"spanning, misdaad, school",Boektoppers,https://www.goodreads.com/book/show/9444174,Tweede graad,9789022324790,
Verwachtingen,Tine Bergen,"young adult, coming of age, drama",Boektoppers,https://www.goodreads.com/book/show/9454277,Tweede graad,9789040000000,https://media.s-bol.com/qxRmV5r09YV7/550x795.jpg
Ik denk dat het liefde was,Kathleen Vereecken,"romance, coming of age, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/9551715,Eerste graad,9789020984132,
Mombakkes,Do Van Ranst,"coming of age, school, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/9577560,Eerste graad,9789059083448,
Liever de leugen,Jonas Boets,"bekroond, spanning",Boektoppers,https://www.goodreads.com/book/show/9584822,Eerste graad,9789022325407,
Als engelen de grond raken,Gerda van Erkel,"familie, verlies, drama",Nederlandstalige fictie,https://www.goodreads.com/book/show/9651724,Tweede graad,9059083105,
Mijn zoute zoen,Gerda van Erkel,"romance, coming of age, drama",Boektoppers,https://www.goodreads.com/book/show/9651748,Eerste graad,9789059081512,
Madame Sarah,Van 't oosten An,"familie, drama, mysterie",Nederlandstalige fictie,https://www.goodreads.com/book/show/96805002,Eerste graad,9789059080256,
De 17e zomer van Maurice Hamster,Laure Van den Broeck,"coming of age, romance, identiteit",Nederlandstalige fictie,https://www.goodreads.com/book/show/9720377,Tweede graad,9789044810844,
De Tillermans: de zwerftocht van vier kinderen op zoek naar een thuis,Cynthia Voigt,"avontuur, familie, verlies",Nederlandstalige fictie,https://www.goodreads.com/book/show/9738710,Tweede graad,9789021486307,
"Back (Black, #2)",Dirk Bracke,"young adult, spanning, misdaad",Nederlandstalige fictie,https://www.goodreads.com/book/show/9850516,Tweede graad,9789059082830,
Eigen rechter,Jan Terlouw,"spanning, misdaad, ethiek",Nederlandstalige fictie,https://www.goodreads.com/book/show/995777,Tweede graad,9789056371548,
De jonge Wallander,Henning Mankell,"misdaad, mysterie, detective, spanning",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+jonge+Wallander+Henning+Mankell,Derde graad,,
De man die glimlachte,Henning Mankell,"mysterie, spanning, detective, misdaad",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+man+die+glimlachte+Henning+Mankell,Derde graad,,
Dwaalsporen,Henning Mankell,"detective, mysterie, spanning, misdaad",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Dwaalsporen+Henning+Mankell,Derde graad,,
De witte leeuwin,Henning Mankell,"misdaad, mysterie, spanning, detective",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+witte+leeuwin+Henning+Mankell,Derde graad,,
Midzomermoord,Henning Mankell,"misdaad, spanning, mysterie, detective",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Midzomermoord+Henning+Mankell,Derde graad,,
Moordenaar zonder gezicht,Henning Mankell,"detective, misdaad, mysterie, spanning",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Moordenaar+zonder+gezicht+Henning+Mankell,Derde graad,,
Honden van Riga,Henning Mankell,"misdaad, mysterie, spanning, detective",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Honden+van+Riga+Henning+Mankell,Derde graad,,
De vijfde vrouw,Henning Mankell,"misdaad, mysterie, spanning, detective",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+vijfde+vrouw+Henning+Mankell,Derde graad,,
Muidhond,Inge Schilperoord,"mental health, spanning, identiteit, bekroond",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Muidhond+Inge+Schilperoord,Derde graad,,
Datumloze dagen,Jeroen Brouwers,"familie, verlies, bekroond, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Datumloze+dagen+Jeroen+Brouwers,Derde graad,,
De grammatica van het gevoel,David Grossman,"coming of age, historisch, identiteit, vriendschap, verlies, bekroond",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+grammatica+van+het+gevoel+David+Grossman,Derde graad,,
De alchemist,Paulo Coelho,"fantasy, bekroond, filosofie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+alchemist+Paulo+Coelho,Tweede graad,,
Boze tongen,Tom Lanoye,"familie, satire, bekroond, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Boze+tongen+Tom+Lanoye,Derde graad,,
De bekeerlinge,Stefan Hertmans,"historisch, bekroond, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+bekeerlinge+Stefan+Hertmans,Derde graad,,
De helaasheid der dingen,Dimitri Verhulst,"familie, autobiografie, bekroond, humor",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+helaasheid+der+dingen+Dimitri+Verhulst,Derde graad,,
De aanslag,Harry Mulisch,"oorlog, bekroond, historisch",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+aanslag+Harry+Mulisch,Derde graad,,
De schaduw van de wind,Carlos Ruiz Zafón,"mysterie, spanning, historisch",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+schaduw+van+de+wind+Carlos+Ruiz+Zafón,Derde graad,,
Janey (Plus),Bernard Ashley,"avontuur, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Janey+(Plus)+Bernard+Ashley,Eerste graad,,
Het schorpioenkind,Riana Scheepers,"historisch, spanning, avontuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Het+schorpioenkind+Riana+Scheepers,Tweede graad,,
Wespeneiland,Marja Roscam Abbing,"avontuur, mysterie, vriendschap, spanning",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Wespeneiland+Marja+Roscam+Abbing,Eerste graad,,
De vuurman,Anton Quintana,"historisch, avontuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+vuurman+Anton+Quintana,Eerste graad,,
De heks van Axel,Hedwig van de Velde,"avontuur, historisch, mysterie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+heks+van+Axel+Hedwig+van+de+Velde,Eerste graad,,
De antimeid,Jo Briels,"mental health, drama, actueel",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+antimeid+Jo+Briels,Derde graad,,
Aangerand,Marina Defauw,"mental health, drama, actueel",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Aangerand+Marina+Defauw,Derde graad,,
"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"avontuur, dystopisch, fantasy, sciencefiction, young adult",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Mockingjay+(The+Hunger+Games,+#3)+Suzanne+Collins",Tweede graad,,
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"dystopisch, fantasy, spanning, vriendschap, young adult, romance",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+The+Hunger+Games+(The+Hunger+Games,+#1)+Suzanne+Collins",Tweede graad,,
"Insurgent (Divergent, #2)",Veronica Roth,"avontuur, dystopisch, fantasy, sciencefiction, young adult",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Insurgent+(Divergent,+#2)+Veronica+Roth",Tweede graad,,
"Divergent (Divergent, #1)",Veronica Roth,"young adult, avontuur, dystopisch, fantasy, sciencefiction, romance",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Divergent+(Divergent,+#1)+Veronica+Roth",Tweede graad,,
Aan de andere kant van de deur,Tonke Dragt,"fantasy, young adult, avontuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Aan+de+andere+kant+van+de+deur+Tonke+Dragt,Eerste graad,,
"Legend (Legend, #1)",Marie Lu,"avontuur, dystopisch, young adult, fantasy, romance",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Legend+(Legend,+#1)+Marie+Lu",Tweede graad,,
Zolang te water,Simon Vinkenoog,"poëzie, identiteit, kunst",Poëzie,https://www.google.com/search?q=site%3Agoodreads.com+Zolang+te+water+Simon+Vinkenoog,Derde graad,,
De roedel wolven,Vasil Bykov,"historisch, oorlog, spanning",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+roedel+wolven+Vasil+Bykov,Derde graad,,
De dag van Eden,Liz Flanagan,"avontuur, coming of age, mental health, mysterie, vriendschap",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+dag+van+Eden+Liz+Flanagan,Tweede graad,,
Eleanor & Park,Rainbow Rowell,"romance, young adult, coming of age, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Eleanor+&+Park+Rainbow+Rowell,Derde graad,,
Spiegelmeisje,Astrid Witte,"mysterie, young adult, fantasy, historisch",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Spiegelmeisje+Astrid+Witte,Eerste graad,,
Nooit meer thuis,Martine Letterie,"mysterie, familie, migratie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Nooit+meer+thuis+Martine+Letterie,Eerste graad,,
Versnelling,Jennifer Bradbury,"mysterie, avontuur, vriendschap, young adult, coming of age",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Versnelling+Jennifer+Bradbury,Eerste graad,,
Naar de top,Dan Gemeinhart,"vriendschap, familie, young adult, avontuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Naar+de+top+Dan+Gemeinhart,Eerste graad,,
Al wat goud op de bergen is,C Pam Zhang,"historisch, queer, avontuur",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Al+wat+goud+op+de+bergen+is+C+Pam+Zhang,Eerste graad,,
Vroeger is alles wat ik van je heb,Adam Silvera,"queer, young adult, mental health, romance",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Vroeger+is+alles+wat+ik+van+je+heb+Adam+Silvera,Eerste graad,,
Meer gelukkig dan niet,Adam Silvera,"young adult, queer, sciencefiction, drama",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Meer+gelukkig+dan+niet+Adam+Silvera,Eerste graad,,
Handleiding voor poetsvrouwen,Lucia Berlin,"kortverhalen, identiteit",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Handleiding+voor+poetsvrouwen+Lucia+Berlin,Eerste graad,,
Reflex,Rowena Akinyemi,"spanning, mysterie, misdaad",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Reflex+Rowena+Akinyemi,Eerste graad,,
I Never Promised You A Rose Garden,Joanne Greenberg,"mental health, psychologisch, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+I+Never+Promised+You+A+Rose+Garden+Joanne+Greenberg,Eerste graad,,
De wetten,Connie Palmen,"filosofie, identiteit, psychologisch",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+De+wetten+Connie+Palmen,Eerste graad,,
Een revolverschot,Virginie Loveling,"spanning, verlies, psychologisch, misdaad, familie",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Een+revolverschot+Virginie+Loveling,Eerste graad,,
Love Me,Gemma Weekes,"romance, young adult, coming of age",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Love+Me+Gemma+Weekes,Tweede graad,,
Lottery,Patricia Wood,"familie, drama, coming of age",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Lottery+Patricia+Wood,Derde graad,,
The Lovely Bones,Alice Sebold,"mysterie, verlies, psychologisch, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Lovely+Bones+Alice+Sebold,Derde graad,,
A Town Like Alice,Nevil Shute,"historisch, romance, avontuur",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+A+Town+Like+Alice+Nevil+Shute,Derde graad,,
Einhart der Lächler; Roman. Volume V2 1915 [Leather Bound],Carl Hauptmann,"historisch, klassieker, identiteit",Duitstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Einhart+der+Lächler;+Roman.+Volume+V2+1915+[Leather+Bound]+Carl+Hauptmann,Derde graad,,
"Mr Penumbra's 24 Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"mysterie, avontuur, technologie",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Mr+Penumbra's+24+Hour+Bookstore+(Mr.+Penumbra's+24-Hour+Bookstore,+#1)+Robin+Sloan",Tweede graad,,
Babel,R.F. Kuang,"fantasy, historisch, talen, dark academia",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Babel+R.F.+Kuang,Derde graad,,
Close Encounters of the Third Kind,Steven Spielberg,"sciencefiction, avontuur, buitenaards",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Close+Encounters+of+the+Third+Kind+Steven+Spielberg,Eerste graad,,
The Cactus My Uncle Gave Me,F.R. Van Canneyt,"poëzie, kunst, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Cactus+My+Uncle+Gave+Me+F.R.+Van+Canneyt,Eerste graad,,
Die Erzieherin von Königin Luise,Claudia von Geliciu,"historisch, biografie, drama",Duitstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Die+Erzieherin+von+Königin+Luise+Claudia+von+Geliciu,Derde graad,,
Hyperbole & A Half,Alexandra Brosh,"autobiografie, mental health, humor, graphic novel",Graphic novels,https://www.google.com/search?q=site%3Agoodreads.com+Hyperbole+&+A+Half+Alexandra+Brosh,Eerste graad,,
"The Midnight Library (The Midnight World, #1)",Matt Haig,"filosofie, fantasy, mental health, coming of age",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+The+Midnight+Library+(The+Midnight+World,+#1)+Matt+Haig",Tweede graad,,
Ranger More People of Our Time,Christian,"non-fictie, biografie, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Ranger+More+People+of+Our+Time+Christian,Tweede graad,,
Oliver Twist,Latif Doss,"klassieker, avontuur, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Oliver+Twist+Latif+Doss,Eerste graad,,
Such a Fun Age,Kiley Reid,"actueel, ras, familie, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Such+a+Fun+Age+Kiley+Reid,Derde graad,,
"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"fantasy, avontuur, politiek, spanning",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+A+Storm+of+Swords+(A+Song+of+Ice+and+Fire,+#3)+George+R.R.+Martin",Derde graad,,
"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"fantasy, avontuur, politiek, spanning",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+A+Game+of+Thrones+(A+Song+of+Ice+and+Fire,+#1)+George+R.R.+Martin",Derde graad,,
"A Clash of Kings (A Song of Ice and Fire, #2)",George R.R. Martin,"fantasy, avontuur, politiek, spanning",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+A+Clash+of+Kings+(A+Song+of+Ice+and+Fire,+#2)+George+R.R.+Martin",Derde graad,,
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"fantasy, avontuur, politiek, spanning",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+A+Feast+for+Crows+(A+Song+of+Ice+and+Fire,+#4)+George+R.R.+Martin",Derde graad,,
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"fantasy, avontuur, politiek, spanning",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+A+Dance+with+Dragons+(A+Song+of+Ice+and+Fire,+#5)+George+R.R.+Martin",Derde graad,,
The Vanishing Half,Brit Bennett,"familie, identiteit, historisch, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Vanishing+Half+Brit+Bennett,Derde graad,,
The Catcher in the Rye,J.D. Salinger,"coming of age, klassieker, psychologisch",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Catcher+in+the+Rye+J.D.+Salinger,Derde graad,,
"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"avontuur, dystopisch, spanning, sciencefiction, young adult",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Catching+Fire+(The+Hunger+Games,+#2)+Suzanne+Collins",Tweede graad,,
Penguin Modern English Language Reader (Language & Lit),Ronald Carter,"talen, educatief",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Penguin+Modern+English+Language+Reader+(Language+&+Lit)+Ronald+Carter,Tweede graad,,
Stories of Detection and Mystery,DJ Mortimer,"mysterie, spanning, detective",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Stories+of+Detection+and+Mystery+DJ+Mortimer,Tweede graad,,
Sherlock Holmes Short Stories,Clare West,"mysterie, detective, klassieker",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Sherlock+Holmes+Short+Stories+Clare+West,Tweede graad,,
"Prachtige wereld, waar ben je",Sally Rooney,"coming of age, identiteit, romance, vriendschap, keuzes",Nederlandstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Prachtige+wereld,+waar+ben+je+Sally+Rooney",Derde graad,,
Death of a Salesman,Arthur Miller,"klassieker, drama, tragedie",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Death+of+a+Salesman+Arthur+Miller,Derde graad,,
Julius Caesar,William Shakespeare,"klassieker, historisch, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Julius+Caesar+William+Shakespeare,Derde graad,,
"The Wind Singer (Wind on Fire trilogy, #1)",William Nicholson,"fantasy, avontuur, dystopisch",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+The+Wind+Singer+(Wind+on+Fire+trilogy,+#1)+William+Nicholson",Tweede graad,,
Close Range: Brokeback Mountain and Other stories,Annie Proulx,"kortverhalen, drama, romance",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Close+Range:+Brokeback+Mountain+and+Other+stories+Annie+Proulx,Derde graad,,
Tamar,Mal Peet,"historisch, mysterie, spanning, verlies",Nederlandstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Tamar+Mal+Peet,Tweede graad,,
"Cry, the Beloved Country",Alan Paton,"historisch, sociaal, drama, klassieker",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Cry,+the+Beloved+Country+Alan+Paton",Derde graad,,
"Will Grayson, Will Grayson (Will Grayson, Will Grayson, #1)",John Green,"queer, young adult, romance, vriendschap",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Will+Grayson,+Will+Grayson+(Will+Grayson,+Will+Grayson,+#1)+John+Green",Tweede graad,,
Enduring Love,Ian McEwan,"psychologisch, thriller, drama, verlies",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Enduring+Love+Ian+McEwan,Derde graad,,
I Am Legend,Richard Matheson,"horror, sciencefiction, spanning, klassieker",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+I+Am+Legend+Richard+Matheson,Derde graad,,
"Prisoners of war, and other stories",Guy de Maupassant,"oorlog, kortverhalen, klassieker",Franstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Prisoners+of+war,+and+other+stories+Guy+de+Maupassant",Derde graad,,
"Allegiant (Divergent, #3)",Veronica Roth,"avontuur, dystopisch, sciencefiction, young adult",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Allegiant+(Divergent,+#3)+Veronica+Roth",Tweede graad,,
Into the future,John Milne,"sciencefiction, avontuur, spanning",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Into+the+future+John+Milne,Tweede graad,,
"Murder Must Advertise (Lord Peter Wimsey, #10)",Dorothy L. Sayers,"mysterie, detective, klassieker, spanning",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Murder+Must+Advertise+(Lord+Peter+Wimsey,+#10)+Dorothy+L.+Sayers",Derde graad,,
Just in Case,Meg Rosoff,"coming of age, drama, mysterie",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Just+in+Case+Meg+Rosoff,Tweede graad,,
By the River,Steven Herrick,"poëzie, coming of age, familie",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+By+the+River+Steven+Herrick,Tweede graad,,
Blue Diary,Alice Hoffman,"familie, drama, geheimen",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Blue+Diary+Alice+Hoffman,Derde graad,,
Stories for Reproduction: Advanced: Book (Series 2),Unknown Author,"educatief, kortverhalen, talen",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Stories+for+Reproduction:+Advanced:+Book+(Series+2)+Unknown+Author,Tweede graad,,
Intermediate Stories for Reproduction: Second Series,Leslie Alexander Hill,"educatief, kortverhalen, talen",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Intermediate+Stories+for+Reproduction:+Second+Series+Leslie+Alexander+Hill,Derde graad,,
The Millstone,Margaret Drabble,"identiteit, psychologisch, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Millstone+Margaret+Drabble,Derde graad,,
The Uncommon Reader,Alan Bennett,"humor, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Uncommon+Reader+Alan+Bennett,Derde graad,,
The Sense of an Ending,Julian Barnes,"psychologisch, verlies, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Sense+of+an+Ending+Julian+Barnes,Derde graad,,
Oxford Bookworms 6. Enemy,Ralph Mowat,"spanning, mysterie",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Oxford+Bookworms+6.+Enemy+Ralph+Mowat,Tweede graad,,
Selected Stories of Roald Dahl,Roald Dahl,"kortverhalen, humor, mysterie",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Selected+Stories+of+Roald+Dahl+Roald+Dahl,Eerste graad,,
Oxford Guide To British And American Culture,Various,"non-fictie, educatief, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Oxford+Guide+To+British+And+American+Culture+Various,Tweede graad,,
The Penelopiad,Margaret Atwood,"klassieker, mythologie, identiteit",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Penelopiad+Margaret+Atwood,Derde graad,,
Advanced Stories For Reproduction: Series 2,Leslie Alexander Hill,"educatief, kortverhalen, talen",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Advanced+Stories+For+Reproduction:+Series+2+Leslie+Alexander+Hill,Tweede graad,,
"Life After Life (Todd Family, #1)",Kate Atkinson,"historisch, identiteit, fantasie",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Life+After+Life+(Todd+Family,+#1)+Kate+Atkinson",Derde graad,,
EQUUS. SHRIVINGS.,Peter Shaffer,"toneelstuk, psychologisch, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+EQUUS.+SHRIVINGS.+Peter+Shaffer,Derde graad,,
The tragedy of Macbeth. By William Shakespeare,William Shakespeare,"klassieker, toneelstuk, tragedie",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+tragedy+of+Macbeth.+By+William+Shakespeare+William+Shakespeare,Derde graad,,
Lady Procious Stream: An old Chinese play done into English,S.I. Hsiung,"toneelstuk, klassieker",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Lady+Procious+Stream:+An+old+Chinese+play+done+into+English+S.I.+Hsiung,Derde graad,,
Educating Rita,Willy Russell,"toneelstuk, humor, educatief",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Educating+Rita+Willy+Russell,Tweede graad,,
Six Short Plays of Eugene O'Neill,Eugene O'Neill,"toneelstuk, klassieker, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Six+Short+Plays+of+Eugene+O'Neill+Eugene+O'Neill,Derde graad,,
Spring and Port Wine,Bill Naughton,"toneelstuk, familie, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Spring+and+Port+Wine+Bill+Naughton,Tweede graad,,
The Reluctant Fundamentalist,Mohsin Hamid,"actueel, psychologisch, spanning",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Reluctant+Fundamentalist+Mohsin+Hamid,Derde graad,,
Notes on a Scandal,Zoë Heller,"psychologisch, spanning, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Notes+on+a+Scandal+Zoë+Heller,Derde graad,,
Tess of the D'Urbervilles,Various Authors,"klassieker, verlies, drama",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Tess+of+the+D'Urbervilles+Various+Authors,Derde graad,,
1953-06-17 0:00:00,Hubertus Knabe,"historisch, non-fictie",Duitstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+1953-06-17+00:00:00+Hubertus+Knabe,Derde graad,,
"Dune (Dune, #1)",Frank Herbert,"sciencefiction, avontuur, politiek, klassieker",Engelstalige fictie,"https://www.google.com/search?q=site%3Agoodreads.com+Dune+(Dune,+#1)+Frank+Herbert",Derde graad,,
About a Boy,Nick Hornby,"humor, vriendschap, coming of age",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+About+a+Boy+Nick+Hornby,Tweede graad,,
Paper Towns,John Green,"coming of age, mysterie, romance, young adult",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+Paper+Towns+John+Green,Tweede graad,,
The Quiet American,Graham Greene,"historisch, politiek, spanning",Engelstalige fictie,https://www.google.com/search?q=site%3Agoodreads.com+The+Quiet+American+Graham+Greene,Derde graad,,
